Domains Frequency Analysis
==================================================

Files processed: 27,866
Files with domains: 13,088
Total domains instances: 2,597,234
Unique domains types: 4,625

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
3228	COG2	133	0.005%
3229	B5	133	0.005%
3230	DUF1325	133	0.005%
3231	Cauli_VI	133	0.005%
3232	MinE	133	0.005%
3233	CEP44	133	0.005%
3234	GATA	133	0.005%
3235	DUF5085	133	0.005%
3236	Diacid_rec	133	0.005%
3237	PPTA	133	0.005%
3238	DIM1	133	0.005%
3239	IalB	133	0.005%
3240	COX2_TM	133	0.005%
3241	Transposase_21	133	0.005%
3242	Focal_AT	132	0.005%
3243	Integrase_1	132	0.005%
3244	Ribosomal_S5	132	0.005%
3245	Transposase_22	132	0.005%
3246	Rhodanese_C	132	0.005%
3247	Nucleoporin2	132	0.005%
3248	GF_recep_IV	132	0.005%
3249	DNMT1-RFD	132	0.005%
3250	Cmc1	132	0.005%
3251	CFEM	132	0.005%
3252	CDO_I	132	0.005%
3253	ENTH	132	0.005%
3254	Pirin_C	132	0.005%
3255	HrpB_C	132	0.005%
3256	UNC-50	132	0.005%
3257	DRY_EERY	132	0.005%
3258	Aha1_N	132	0.005%
3259	Y_Y_Y	132	0.005%
3260	Gemin6	132	0.005%
3261	Stathmin	132	0.005%
3262	Peptidase_M54	132	0.005%
3263	Destabilase	131	0.005%
3264	CAF1C_H4-bd	131	0.005%
3265	SANT_DAMP1_like	131	0.005%
3266	HBB	131	0.005%
3267	Rpn3_C	131	0.005%
3268	LAG1-DNAbind	131	0.005%
3269	Spherulin4	131	0.005%
3270	DUF150_C	131	0.005%
3271	NARG2_C	131	0.005%
3272	TPD	131	0.005%
3273	SIR2_2	131	0.005%
3274	HRM	131	0.005%
3275	Tropomodulin	131	0.005%
3276	SprB	131	0.005%
3277	NodS	131	0.005%
3278	Phage_P2_GpU	131	0.005%
3279	MobA_MobL	130	0.005%
3280	DUF2992	130	0.005%
3281	Transposase_20	130	0.005%
3282	Leu_zip	130	0.005%
3283	ECSIT_C	130	0.005%
3284	Cid2	130	0.005%
3285	DUF2344	130	0.005%
3286	Rad60-SLD	130	0.005%
3287	TbpB_A	130	0.005%
3288	Ala_racemase_C	130	0.005%
3289	Gly_kinase	130	0.005%
3290	TilS	130	0.005%
3291	TMEM135_C_rich	130	0.005%
3292	PTB	130	0.005%
3293	DUF1735	130	0.005%
3294	Thyroglobulin_1	130	0.005%
3295	AraC_binding	129	0.005%
3296	VanW	129	0.005%
3297	BIRC6	129	0.005%
3298	Retrotran_gag_3	129	0.005%
3299	Mago_nashi	129	0.005%
3300	Ribosomal_L38e	129	0.005%
3301	WIF	129	0.005%
3302	FAD_binding_9	129	0.005%
3303	SAM_2	129	0.005%
3304	ACT_7	129	0.005%
3305	Ppx-GppA	128	0.005%
3306	TrkA_C	128	0.005%
3307	TAF	128	0.005%
3308	TOPRIM_C	128	0.005%
3309	PhdYeFM_antitox	128	0.005%
3310	Metallophos_C	128	0.005%
3311	KOW	128	0.005%
3312	SMC_Nse1	128	0.005%
3313	SLX9	128	0.005%
3314	PI3K_C2	128	0.005%
3315	DUF3453	128	0.005%
3316	YwiC	128	0.005%
3317	CaMKII_AD	128	0.005%
3318	DUF3128	128	0.005%
3319	DUF2871	128	0.005%
3320	Vma12	128	0.005%
3321	SBBP	128	0.005%
3322	MPP6	127	0.005%
3323	DUF1906	127	0.005%
3324	Rdx	127	0.005%
3325	NMT	127	0.005%
3326	Mo-co_dimer	127	0.005%
3327	PapD_C	127	0.005%
3328	DUF4402	127	0.005%
3329	Ribonucleas_3_3	127	0.005%
3330	Phage_T4_gp19	126	0.005%
3331	TerB_C	126	0.005%
3332	FlgN	126	0.005%
3333	Semialdhyde_dh	126	0.005%
3334	TPR_MLP1_2	126	0.005%
3335	ATP-synt_S1	126	0.005%
3336	DUF1899	126	0.005%
3337	HNH_2	126	0.005%
3338	Molybdopterin	126	0.005%
3339	DOPA_dioxygen	126	0.005%
3340	Enolase_N	126	0.005%
3341	RPA_C	126	0.005%
3342	THOC7	126	0.005%
3343	INT_SG_DDX_CT_C	126	0.005%
3344	RR_TM4-6	126	0.005%
3345	DNA_pol3_gamma3	125	0.005%
3346	TPR_7	125	0.005%
3347	TRAM	125	0.005%
3348	Uricase	125	0.005%
3349	Eapp_C	125	0.005%
3350	DUF937	125	0.005%
3351	tRNA-synt_1_2	125	0.005%
3352	IER	125	0.005%
3353	SMI1_KNR4	125	0.005%
3354	DUF4464	125	0.005%
3355	PIG-L	124	0.005%
3356	UBA	124	0.005%
3357	DUF4188	124	0.005%
3358	COX4	124	0.005%
3359	DUF4591	124	0.005%
3360	XH	124	0.005%
3361	IL4	124	0.005%
3362	ATG11	124	0.005%
3363	TelA	124	0.005%
3364	Cbl_N	124	0.005%
3365	ParB	124	0.005%
3366	FliJ	123	0.005%
3367	uDENN	123	0.005%
3368	TerB	123	0.005%
3369	Sigma70_r1_2	123	0.005%
3370	SDA1	123	0.005%
3371	PBS_linker_poly	123	0.005%
3372	DUF1823	123	0.005%
3373	AAA_assoc_C	123	0.005%
3374	Mitovir_RNA_pol	123	0.005%
3375	S_100	123	0.005%
3376	CRISPR_Cse1	123	0.005%
3377	BRCA-2_OB1	123	0.005%
3378	SRP_TPR_like	123	0.005%
3379	IGFBP	123	0.005%
3380	NAD_Gly3P_dh_C	123	0.005%
3381	USP19_linker	123	0.005%
3382	zf-CGNR	122	0.005%
3383	Clathrin_H_link	122	0.005%
3384	XFP	122	0.005%
3385	PAP_assoc	122	0.005%
3386	APP_Cu_bd	122	0.005%
3387	VWA_N	122	0.005%
3388	Ima1_N	122	0.005%
3389	PEP-utilisers_N	122	0.005%
3390	HTH_25	122	0.005%
3391	zinc_ribbon_16	122	0.005%
3392	SPC25	122	0.005%
3393	HEPN	122	0.005%
3394	DcrB	122	0.005%
3395	DUF1168	122	0.005%
3396	Phage_GPL	121	0.005%
3397	ROS_MUCR	121	0.005%
3398	DUF1307	121	0.005%
3399	Sod_Ni	121	0.005%
3400	DUF1761	121	0.005%
3401	Erv26	121	0.005%
3402	Dpy-30	121	0.005%
3403	GAS2	121	0.005%
3404	ADIP	121	0.005%
3405	GST_N_2	121	0.005%
3406	RRP7	121	0.005%
3407	POLO_box	121	0.005%
3408	CENP-O	121	0.005%
3409	DUF2363	121	0.005%
3410	Fibrillarin	121	0.005%
3411	DUF4615	120	0.005%
3412	Fer4_15	120	0.005%
3413	SelR	120	0.005%
3414	NUDIX_4	120	0.005%
3415	RanGAP1_C	120	0.005%
3416	Ribosomal_L30_N	120	0.005%
3417	CUE	120	0.005%
3418	COX6B	120	0.005%
3419	Urease_alpha	120	0.005%
3420	SAP18	120	0.005%
3421	ThrE_2	120	0.005%
3422	FAM150	119	0.005%
3423	P-mevalo_kinase	119	0.005%
3424	SBDS_C	119	0.005%
3425	PRKCSH-like	119	0.005%
3426	Glycohydro_20b2	119	0.005%
3427	Pyr_redox_dim	119	0.005%
3428	RecX	119	0.005%
3429	DUF3548	119	0.005%
3430	Ssu72	119	0.005%
3431	RNA_pol_Rbc25	119	0.005%
3432	RNA_pol_Rpb6	118	0.005%
3433	DUF4279	118	0.005%
3434	GtrA	118	0.005%
3435	FlaE	118	0.005%
3436	JmjC	118	0.005%
3437	DUF2054	118	0.005%
3438	DUF4281	118	0.005%
3439	DUF2340	118	0.005%
3440	4HBT_2	118	0.005%
3441	Cpta_toxin	118	0.005%
3442	Ribophorin_II	118	0.005%
3443	Zn_dep_PLPC	118	0.005%
3444	EF-hand_2	118	0.005%
3445	YadA_anchor	117	0.005%
3446	Thioredoxin_2	117	0.005%
3447	Erf4	117	0.005%
3448	PDR_assoc	117	0.005%
3449	SQHop_cyclase_C	117	0.005%
3450	AlaDh_PNT_N	117	0.005%
3451	TFIID-31kDa	117	0.005%
3452	Ribosomal_L27A	117	0.005%
3453	SusE	117	0.005%
3454	MRP-S23	117	0.005%
3455	RIG-I_C-RD	117	0.005%
3456	HTH_26	116	0.004%
3457	U3snoRNP10	116	0.004%
3458	DUF1722	116	0.004%
3459	Complex1_30kDa	116	0.004%
3460	Lin0512_fam	116	0.004%
3461	Prefoldin	116	0.004%
3462	SRP54_N	116	0.004%
3463	Peptidase_M76	116	0.004%
3464	Glyco_tranf_2_4	116	0.004%
3465	Ku_PK_bind	116	0.004%
3466	TMEM164	116	0.004%
3467	DUF3692	116	0.004%
3468	LRR_3	116	0.004%
3469	Pribosyltran_N	116	0.004%
3470	eIF-5_eIF-2B	116	0.004%
3471	COG5	116	0.004%
3472	Roc	116	0.004%
3473	TipAS	116	0.004%
3474	SIP	116	0.004%
3475	RTC4	116	0.004%
3476	ABC_trans_aux	115	0.004%
3477	Peptidase_M24_C	115	0.004%
3478	Fer4	115	0.004%
3479	HEAT	115	0.004%
3480	Ribosomal_L37	115	0.004%
3481	CRAL_TRIO_2	115	0.004%
3482	FlbD	115	0.004%
3483	eIF-5a	115	0.004%
3484	zf-CDGSH	115	0.004%
3485	HPP	115	0.004%
3486	NTase_sub_bind	115	0.004%
3487	PagL	114	0.004%
3488	Cohesin	114	0.004%
3489	OrfB_IS605	114	0.004%
3490	Transglut_N	114	0.004%
3491	zf-Nse	114	0.004%
3492	VEFS-Box	114	0.004%
3493	Bac_globin	114	0.004%
3494	TSNAXIP1_N	114	0.004%
3495	FAM183	114	0.004%
3496	CG-1	114	0.004%
3497	DUF3754	114	0.004%
3498	TSLP	114	0.004%
3499	Ribosom_S12_S23	114	0.004%
3500	Chorein_N	114	0.004%
3501	DUF4773	114	0.004%
3502	Phage_CP76	113	0.004%
3503	MIF	113	0.004%
3504	Rad10	113	0.004%
3505	Vps16_C	113	0.004%
3506	Peptidase_M42	113	0.004%
3507	He_PIG	113	0.004%
3508	Ccdc124	113	0.004%
3509	SPATA1_C	113	0.004%
3510	PIG-F	113	0.004%
3511	Flavodoxin_3	113	0.004%
3512	DUF2721	113	0.004%
3513	Molydop_binding	113	0.004%
3514	G-gamma	113	0.004%
3515	DUF4218	113	0.004%
3516	MR_MLE_N	113	0.004%
3517	Sm_multidrug_ex	113	0.004%
3518	NT5C	113	0.004%
3519	Pribosyl_synth	113	0.004%
3520	Rab_bind	113	0.004%
3521	PTPS	113	0.004%
3522	BTG	113	0.004%
3523	Herpes_Helicase	113	0.004%
3524	HDPD	113	0.004%
3525	SK_channel	113	0.004%
3526	Peptidase_C26	112	0.004%
3527	DXPR_C	112	0.004%
3528	Peptidase_S74	112	0.004%
3529	HTH_20	112	0.004%
3530	Peptidase_M4_C	112	0.004%
3531	B2-adapt-app_C	112	0.004%
3532	Transglut_core2	112	0.004%
3533	NDUF_C2	112	0.004%
3534	HAUS2	112	0.004%
3535	DUF4265	112	0.004%
3536	PucR	112	0.004%
3537	Phage_lysozyme	112	0.004%
3538	Myb_DNA-bind_6	112	0.004%
3539	Tmp39	112	0.004%
3540	Fra10Ac1	112	0.004%
3541	Phage_base_V	112	0.004%
3542	Myosin_TH1	112	0.004%
3543	AlbA_2	112	0.004%
3544	Tnp_22_trimer	111	0.004%
3545	Ependymin	111	0.004%
3546	UPF0052	111	0.004%
3547	OST-HTH	111	0.004%
3548	PBP	111	0.004%
3549	Acetyltransf_9	111	0.004%
3550	Proton_antipo_N	111	0.004%
3551	Tim17	111	0.004%
3552	tRNA_int_end_N2	111	0.004%
3553	Coa1	111	0.004%
3554	Telomere_reg-2	111	0.004%
3555	PAS_2	111	0.004%
3556	ATP-synt_C	110	0.004%
3557	HTH_OrfB_IS605	110	0.004%
3558	FtsH_ext	110	0.004%
3559	TFIIS_M	110	0.004%
3560	RadC	110	0.004%
3561	RdDM_RDM1	110	0.004%
3562	Pam16	110	0.004%
3563	HCMV_UL139	110	0.004%
3564	SAS-6_N	110	0.004%
3565	SirB	110	0.004%
3566	Germane	110	0.004%
3567	DUF2726	110	0.004%
3568	Oxidored_q6	109	0.004%
3569	MyTH4	109	0.004%
3570	NGP1NT	109	0.004%
3571	FliW	109	0.004%
3572	RMP	109	0.004%
3573	DUF2237	109	0.004%
3574	Peptidase_C93	109	0.004%
3575	Prok-JAB	109	0.004%
3576	DUF5067	109	0.004%
3577	DUF498	109	0.004%
3578	STIMATE	109	0.004%
3579	Abhydro_lipase	108	0.004%
3580	FolB	108	0.004%
3581	PI-PLC-Y	108	0.004%
3582	Bin3	108	0.004%
3583	FliG_C	108	0.004%
3584	DASH_Dad1	108	0.004%
3585	FRB_dom	108	0.004%
3586	CheD	108	0.004%
3587	Frataxin_Cyay	108	0.004%
3588	DUF4870	108	0.004%
3589	Abhydrolase_9_N	108	0.004%
3590	REV1_C	108	0.004%
3591	THF_DHG_CYH	108	0.004%
3592	DUF2784	107	0.004%
3593	Chloroa_b-bind	107	0.004%
3594	EF1G	107	0.004%
3595	DUF4236	107	0.004%
3596	DUF4219	107	0.004%
3597	PaO	107	0.004%
3598	DUF627	107	0.004%
3599	Furin-like_2	107	0.004%
3600	DUF1835	107	0.004%
3601	Chlorophyllase2	107	0.004%
3602	RPT	107	0.004%
3603	XPG_I_2	107	0.004%
3604	Gryzun	106	0.004%
3605	GH3	106	0.004%
3606	RIIa	106	0.004%
3607	PMR5N	106	0.004%
3608	MMR_HSR1_Xtn	106	0.004%
3609	Remorin_C	106	0.004%
3610	DoxX_2	106	0.004%
3611	FUSC-like	106	0.004%
3612	PXB	106	0.004%
3613	DUF2834	106	0.004%
3614	Torus	106	0.004%
3615	FDF	106	0.004%
3616	PLC-beta_C	106	0.004%
3617	PL48	106	0.004%
3618	GPS	105	0.004%
3619	Peptidase_M29	105	0.004%
3620	DuoxA	105	0.004%
3621	DUF4472	105	0.004%
3622	Lsr2	105	0.004%
3623	NMN_transporter	105	0.004%
3624	TPD52	105	0.004%
3625	SSB	104	0.004%
3626	Redoxin	104	0.004%
3627	OGG_N	104	0.004%
3628	Nrap	104	0.004%
3629	Med26	104	0.004%
3630	DUF2043	104	0.004%
3631	SeqA	104	0.004%
3632	H_PPase	104	0.004%
3633	DUF2061	104	0.004%
3634	Ocnus	104	0.004%
3635	NOPS	104	0.004%
3636	USP8_dimer	104	0.004%
3637	SecA_PP_bind	104	0.004%
3638	Mcp5_PH	104	0.004%
3639	DUF384	103	0.004%
3640	RMMBL	103	0.004%
3641	DLD	103	0.004%
3642	Syntaxin_2	103	0.004%
3643	DUF313	103	0.004%
3644	TFIIE_alpha	103	0.004%
3645	EST1	103	0.004%
3646	NusG_II	103	0.004%
3647	ANAPC1	103	0.004%
3648	Ribosomal_L18A	103	0.004%
3649	SIX1_SD	103	0.004%
3650	Exonuc_VII_S	102	0.004%
3651	FlgD	102	0.004%
3652	FliG_N	102	0.004%
3653	SecE	102	0.004%
3654	PP1_inhibitor	102	0.004%
3655	Csm2_III-A	102	0.004%
3656	Nnf1	102	0.004%
3657	Transketolase_C	102	0.004%
3658	MaoC_dehydratas	102	0.004%
3659	Pirin	102	0.004%
3660	SusF_SusE	102	0.004%
3661	FliL	101	0.004%
3662	XylR_N	101	0.004%
3663	G-patch_2	101	0.004%
3664	NAPRTase	101	0.004%
3665	MafB19-deam	101	0.004%
3666	NtCtMGAM_N	101	0.004%
3667	GlutR_N	101	0.004%
3668	DUF4118	101	0.004%
3669	LisH	101	0.004%
3670	DUF421	101	0.004%
3671	NAD_binding_7	101	0.004%
3672	DUF4440	101	0.004%
3673	Aim19	101	0.004%
3674	Lipin_N	101	0.004%
3675	ADH_N_2	101	0.004%
3676	TNF	101	0.004%
3677	DUF285	100	0.004%
3678	CAT_RBD	100	0.004%
3679	ProRS-C_1	100	0.004%
3680	DUF1825	100	0.004%
3681	Prenyltrans	100	0.004%
3682	Synapsin	100	0.004%
3683	YbjQ_1	100	0.004%
3684	HycI	100	0.004%
3685	Aida_N	100	0.004%
3686	LRR_2	100	0.004%
3687	DUF573	100	0.004%
3688	FYRN	100	0.004%
3689	UME	100	0.004%
3690	zf-H3C2	100	0.004%
3691	DUF3168	99	0.004%
3692	Rep-A_N	99	0.004%
3693	DUF2390	99	0.004%
3694	RNA_pol_Rpb4	99	0.004%
3695	ING	99	0.004%
3696	dsDNA_bind	99	0.004%
3697	FeThRed_B	99	0.004%
3698	DUF4743	99	0.004%
3699	Urease_gamma	99	0.004%
3700	DUF4140	99	0.004%
3701	DFF-C	99	0.004%
3702	RVP	99	0.004%
3703	Fer2_BFD	98	0.004%
3704	DUF3576	98	0.004%
3705	PD40	98	0.004%
3706	SCP2	98	0.004%
3707	MRP-L46	98	0.004%
3708	SH3BGR	98	0.004%
3709	Malate_synthase	98	0.004%
3710	UvrD_C_2	98	0.004%
3711	N_BRCA1_IG	98	0.004%
3712	SPT_ssu-like	98	0.004%
3713	RE_NgoFVII	98	0.004%
3714	Tctex-1	98	0.004%
3715	FGF	98	0.004%
3716	DUF1566	98	0.004%
3717	CopD	98	0.004%
3718	Cas_Cas4	98	0.004%
3719	AAA_21	98	0.004%
3720	CC2-LZ	98	0.004%
3721	SynMuv_product	98	0.004%
3722	Mg_chelatase_C	97	0.004%
3723	BRF1	97	0.004%
3724	DUF3506	97	0.004%
3725	DUF4187	97	0.004%
3726	Ribosomal_L17	97	0.004%
3727	Spt5_N	97	0.004%
3728	CDC73_N	97	0.004%
3729	Metalloenzyme	97	0.004%
3730	Phospholip_A2_2	97	0.004%
3731	MOZART2	97	0.004%
3732	ZU5	97	0.004%
3733	zf-RING_5	97	0.004%
3734	ATP-synt_ab_C	97	0.004%
3735	PFOR_II	97	0.004%
3736	Vac14_Fab1_bd	97	0.004%
3737	TM2	97	0.004%
3738	HSR	97	0.004%
3739	Nucleoplasmin	97	0.004%
3740	DUF3276	97	0.004%
3741	Oxidored_q5_N	97	0.004%
3742	VPS53_C	97	0.004%
3743	RRM_2	97	0.004%
3744	DUF2183	97	0.004%
3745	Renin_r	97	0.004%
3746	ATP-synt_F6	97	0.004%
3747	AKAP28	96	0.004%
3748	DUF525	96	0.004%
3749	OKR_DC_1	96	0.004%
3750	Kelch_6	96	0.004%
3751	DUF4460	96	0.004%
3752	Histone_H2A_C	96	0.004%
3753	SgrR_N	96	0.004%
3754	ATP-synt_I	96	0.004%
3755	Couple_hipA	96	0.004%
3756	Enkurin	96	0.004%
3757	Microtub_bind	96	0.004%
3758	STPPase_N	96	0.004%
3759	Atx10homo_assoc	96	0.004%
3760	GCM	96	0.004%
3761	MCU	96	0.004%
3762	PEHE	96	0.004%
3763	DUF4939	96	0.004%
3764	CCDC32	95	0.004%
3765	DDE_Tnp_IS1595	95	0.004%
3766	DUF3067	95	0.004%
3767	EF-hand_8	95	0.004%
3768	tRNA_bind	95	0.004%
3769	Cytochrom_C	95	0.004%
3770	Cys_knot	95	0.004%
3771	C1_1	95	0.004%
3772	Rotamase	95	0.004%
3773	PRKCSH	95	0.004%
3774	Allantoicase	95	0.004%
3775	DUF1280	95	0.004%
3776	zf-HC2	94	0.004%
3777	Pox_MCEL	94	0.004%
3778	40S_S4_C	94	0.004%
3779	MGDG_synth	94	0.004%
3780	Fcf2	94	0.004%
3781	HTH_24	94	0.004%
3782	Fcf1	94	0.004%
3783	DUF960	94	0.004%
3784	S-AdoMet_synt_C	94	0.004%
3785	ASCH	94	0.004%
3786	DUF4062	94	0.004%
3787	UCR_UQCRX_QCR9	94	0.004%
3788	ELFV_dehydrog_N	94	0.004%
3789	DUF1674	93	0.004%
3790	Mrr_cat_2	93	0.004%
3791	Biotin_lipoyl_2	93	0.004%
3792	GTP-bdg_N	93	0.004%
3793	Arm_3	93	0.004%
3794	Pyridox_oxase_2	93	0.004%
3795	MGS	93	0.004%
3796	Sterile	93	0.004%
3797	CortBP2	93	0.004%
3798	Prok-RING_4	93	0.004%
3799	DUF3398	93	0.004%
3800	Hce2	93	0.004%
3801	Glyco_hydro_62	93	0.004%
3802	Glyco_hydro_32C	93	0.004%
3803	BOF	93	0.004%
3804	Mad3_BUB1_I	93	0.004%
3805	Ribosomal_L34e	93	0.004%
3806	ATP-synt_F	93	0.004%
3807	NIPSNAP	93	0.004%
3808	DUF721	92	0.004%
3809	SRP14	92	0.004%
3810	Ribosomal_S27	92	0.004%
3811	Med22	92	0.004%
3812	LTP_2	92	0.004%
3813	ARF7EP_C	92	0.004%
3814	Med31	92	0.004%
3815	OS-D	92	0.004%
3816	FliO	92	0.004%
3817	DUF2155	92	0.004%
3818	DUF1441	92	0.004%
3819	FAM194	92	0.004%
3820	bZIP_Maf	91	0.004%
3821	Shisa	91	0.004%
3822	HHH_7	91	0.004%
3823	Hexapep_2	91	0.004%
3824	MRP-L47	91	0.004%
3825	gag-asp_proteas	91	0.004%
3826	ERp29	91	0.004%
3827	Pox_D5	91	0.004%
3828	DUF4133	91	0.004%
3829	A2M_N	91	0.004%
3830	Histone_HNS	91	0.004%
3831	DUF4398	90	0.003%
3832	GD_N	90	0.003%
3833	DUF771	90	0.003%
3834	MORN	90	0.003%
3835	ORF6N	90	0.003%
3836	bPH_3	90	0.003%
3837	zf-CXXC	90	0.003%
3838	TAF6_C	90	0.003%
3839	MADF_DNA_bdg	90	0.003%
3840	Ycf54	90	0.003%
3841	HopJ	90	0.003%
3842	Urease_beta	90	0.003%
3843	M60-like_N	90	0.003%
3844	A2M_recep	90	0.003%
3845	HigB-like_toxin	90	0.003%
3846	KIAA1328	89	0.003%
3847	IBB	89	0.003%
3848	RB_B	89	0.003%
3849	DUF3403	89	0.003%
3850	Succ_DH_flav_C	89	0.003%
3851	Reductase_C	89	0.003%
3852	DUF4208	89	0.003%
3853	DUF1648	89	0.003%
3854	LGFP	89	0.003%
3855	DUF4114	89	0.003%
3856	AAA-ATPase_like	89	0.003%
3857	PDR_CDR	89	0.003%
3858	FANCI_S3	89	0.003%
3859	A2M	89	0.003%
3860	DUF2325	88	0.003%
3861	Glyco_trans_1_2	88	0.003%
3862	ComGF	88	0.003%
3863	SRP72	88	0.003%
3864	Surp	88	0.003%
3865	DUF1218	88	0.003%
3866	DUF1677	88	0.003%
3867	Pkinase_C	88	0.003%
3868	ICMT	88	0.003%
3869	TEA	88	0.003%
3870	Pertactin	88	0.003%
3871	Gar1	88	0.003%
3872	QRPTase_N	87	0.003%
3873	Calx-beta	87	0.003%
3874	EF_assoc_2	87	0.003%
3875	DUF3593	87	0.003%
3876	DUF2499	87	0.003%
3877	DPM3	87	0.003%
3878	Peptidase_M43	87	0.003%
3879	FixS	87	0.003%
3880	SANTA	87	0.003%
3881	RVP_2	87	0.003%
3882	E1_UFD	87	0.003%
3883	TolA	87	0.003%
3884	PNTB_4TM	87	0.003%
3885	PIN_6	87	0.003%
3886	Mei5	87	0.003%
3887	PEPCK_C	87	0.003%
3888	P_proprotein	87	0.003%
3889	DUF2793	87	0.003%
3890	Per1	87	0.003%
3891	MASE2	86	0.003%
3892	zf-HIT	86	0.003%
3893	Copper-bind	86	0.003%
3894	CWC25	86	0.003%
3895	F-box-like_2	86	0.003%
3896	Pollen_allerg_1	86	0.003%
3897	Phosphoesterase	86	0.003%
3898	AP2	86	0.003%
3899	Str_synth	86	0.003%
3900	MH1	86	0.003%
3901	DUF4282	86	0.003%
3902	TM_helix	86	0.003%
3903	LrgA	86	0.003%
3904	Vps36_ESCRT-II	86	0.003%
3905	PepSY_like	86	0.003%
3906	hGDE_N	86	0.003%
3907	ACR_tran	86	0.003%
3908	Rep_fac_C	86	0.003%
3909	XTBD	85	0.003%
3910	DUF5344	85	0.003%
3911	PNPase	85	0.003%
3912	Y1_Tnp	85	0.003%
3913	GPW_gp25	85	0.003%
3914	C1_4	85	0.003%
3915	PUA	85	0.003%
3916	Ribosomal_60s	85	0.003%
3917	Rad60-SLD_2	85	0.003%
3918	LZ_Tnp_IS481	85	0.003%
3919	Mucin2_WxxW	85	0.003%
3920	Flagellin_C	85	0.003%
3921	PSP1	85	0.003%
3922	hSac2	85	0.003%
3923	Ribosomal_L37ae	85	0.003%
3924	DXP_redisom_C	84	0.003%
3925	Mac	84	0.003%
3926	Spt5-NGN	84	0.003%
3927	EcKinase	84	0.003%
3928	CTNNBL	84	0.003%
3929	WD40_4	84	0.003%
3930	DsbB	84	0.003%
3931	Vps4_C	84	0.003%
3932	PhaG_MnhG_YufB	84	0.003%
3933	Dimerisation2	84	0.003%
3934	KxDL	84	0.003%
3935	zf-CCHC	83	0.003%
3936	Kinesin_assoc	83	0.003%
3937	GIY-YIG	83	0.003%
3938	Mak10	83	0.003%
3939	Mhr1	83	0.003%
3940	COX5B	83	0.003%
3941	AIG2_2	83	0.003%
3942	CMD	83	0.003%
3943	SpoIID	83	0.003%
3944	GST_C_5	83	0.003%
3945	DUF4487	83	0.003%
3946	ParE_toxin	82	0.003%
3947	Arg_tRNA_synt_N	82	0.003%
3948	rve_3	82	0.003%
3949	DUF3340	82	0.003%
3950	MazG-like	82	0.003%
3951	BetaGal_dom4_5	82	0.003%
3952	PP28	82	0.003%
3953	Clp1	82	0.003%
3954	Lzipper-MIP1	82	0.003%
3955	Telomere_Sde2	82	0.003%
3956	Fer4_14	82	0.003%
3957	zf-3CxxC	82	0.003%
3958	Fimbrillin_C	82	0.003%
3959	Pannexin_like	82	0.003%
3960	SpoOE-like	81	0.003%
3961	SAM_PNT	81	0.003%
3962	Fes1	81	0.003%
3963	DUF4157	81	0.003%
3964	PLDc_2	81	0.003%
3965	Acyl-ACP_TE	81	0.003%
3966	Med9	81	0.003%
3967	BsuPI	81	0.003%
3968	Multi_Drug_Res	81	0.003%
3969	Cactin_mid	81	0.003%
3970	EnY2	81	0.003%
3971	IMPDH	81	0.003%
3972	EF-hand_3	81	0.003%
3973	ANAPC16	80	0.003%
3974	GAD	80	0.003%
3975	YajC	80	0.003%
3976	PhosphMutase	80	0.003%
3977	Transket_pyr	80	0.003%
3978	KLRAQ	80	0.003%
3979	SOCS_box	80	0.003%
3980	RPA_interact_C	80	0.003%
3981	Orai-1	80	0.003%
3982	Rab5ip	80	0.003%
3983	S-AdoMet_synt_N	80	0.003%
3984	Fer4_5	80	0.003%
3985	Saccharop_dh_N	80	0.003%
3986	Phage_T7_Capsid	80	0.003%
3987	PAN_1	80	0.003%
3988	DUF4723	80	0.003%
3989	Barstar	80	0.003%
3990	WGG	80	0.003%
3991	5_3_exonuc	79	0.003%
3992	Nrap_D6	79	0.003%
3993	DUF2470	79	0.003%
3994	GFRP	79	0.003%
3995	Transposase_24	79	0.003%
3996	HTH_34	79	0.003%
3997	YGGT	79	0.003%
3998	MBOAT_2	79	0.003%
3999	Not3	79	0.003%
4000	PBP_dimer	78	0.003%
4001	EXOSC1	78	0.003%
4002	SF3A3	78	0.003%
4003	MMtag	78	0.003%
4004	Troponin	78	0.003%
4005	NADH-u_ox-rdase	78	0.003%
4006	Imm49	78	0.003%
4007	Costars	78	0.003%
4008	NADHdh_A3	78	0.003%
4009	EccE	78	0.003%
4010	DUF2889	78	0.003%
4011	MetallophosN	78	0.003%
4012	DUF3844	78	0.003%
4013	Wbp11	78	0.003%
4014	Nefa_Nip30_N	78	0.003%
4015	ig	77	0.003%
4016	CW_7	77	0.003%
4017	HNH_5	77	0.003%
4018	PMC2NT	77	0.003%
4019	TUG-UBL1	77	0.003%
4020	DUF1488	77	0.003%
4021	Ribosomal_L32p	77	0.003%
4022	DUF629	77	0.003%
4023	YEATS	77	0.003%
4024	MazG	77	0.003%
4025	Kelch_5	77	0.003%
4026	Big_1	77	0.003%
4027	Fer2_4	77	0.003%
4028	Cu_amine_oxidN2	77	0.003%
4029	CIDE-N	77	0.003%
4030	FlgD_ig	77	0.003%
4031	CHAP	76	0.003%
4032	Rho_RNA_bind	76	0.003%
4033	F420H2_quin_red	76	0.003%
4034	HATPase_c_4	76	0.003%
4035	B-block_TFIIIC	76	0.003%
4036	Fer2_3	76	0.003%
4037	HSCB_C	76	0.003%
