Semantic Description Frequency Analysis
==================================================

Files processed: 27,866
Files with semantic_description: 16,110
Total semantic_description instances: 94,046
Unique semantic_description types: 9,126

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
1040	oligosaccharide	11	0.012%
1041	peptides	11	0.012%
1042	PI4	11	0.012%
1043	exit	11	0.012%
1044	Threonine	11	0.012%
1045	incorporation	11	0.012%
1046	pyrophosphatase	11	0.012%
1047	plus	11	0.012%
1048	charged	11	0.012%
1049	targeting	11	0.012%
1050	PDZ	11	0.012%
1051	checkpoint	11	0.012%
1052	nucleolar	11	0.012%
1053	InterPro	11	0.012%
1054	early	11	0.012%
1055	reactions	11	0.012%
1056	Y	11	0.012%
1057	synaptic	11	0.012%
1058	Phospholipase	11	0.012%
1059	catalysis	11	0.012%
1060	selective	11	0.012%
1061	transferred	11	0.012%
1062	MYND	11	0.012%
1063	sperm	11	0.012%
1064	leukemia	11	0.012%
1065	neuronal	11	0.012%
1066	Plant	11	0.012%
1067	FAR1	11	0.012%
1068	Arrestin	11	0.012%
1069	RCC1	11	0.012%
1070	Signal	10	0.011%
1071	contact	10	0.011%
1072	Met	10	0.011%
1073	spliceosomal	10	0.011%
1074	Iron	10	0.011%
1075	Essential	10	0.011%
1076	embryonic	10	0.011%
1077	onto	10	0.011%
1078	Bifunctional	10	0.011%
1079	Universal	10	0.011%
1080	heptose	10	0.011%
1081	phosphoenolpyruvate	10	0.011%
1082	shikimate	10	0.011%
1083	Tfp	10	0.011%
1084	glutamyl	10	0.011%
1085	particle	10	0.011%
1086	resulting	10	0.011%
1087	methylated	10	0.011%
1088	rapid	10	0.011%
1089	Interacts	10	0.011%
1090	phosphatidyltransferase	10	0.011%
1091	Promotes	10	0.011%
1092	Poly	10	0.011%
1093	antibiotic	10	0.011%
1094	peripheral	10	0.011%
1095	Participates	10	0.011%
1096	association	10	0.011%
1097	DnaK	10	0.011%
1098	bind	10	0.011%
1099	genome	10	0.011%
1100	accepting	10	0.011%
1101	sensory	10	0.011%
1102	Permeases	10	0.011%
1103	cellulose	10	0.011%
1104	galactosidase	10	0.011%
1105	chorismate	10	0.011%
1106	zipper	10	0.011%
1107	Tumor	10	0.011%
1108	H2A	10	0.011%
1109	phosphoprotein	10	0.011%
1110	second	10	0.011%
1111	Interferon	10	0.011%
1112	within	10	0.011%
1113	recruitment	10	0.011%
1114	nitrogen	10	0.011%
1115	functional	10	0.011%
1116	systems	10	0.011%
1117	E2	10	0.011%
1118	flavoprotein	10	0.011%
1119	Amidohydrolase	10	0.011%
1120	carnitine	10	0.011%
1121	Haloacid	10	0.011%
1122	Glycoside	10	0.011%
1123	synthetases	10	0.011%
1124	Cupin	10	0.011%
1125	cardiac	10	0.011%
1126	epithelial	10	0.011%
1127	SusD	10	0.011%
1128	glycan	10	0.011%
1129	anomer	10	0.011%
1130	propeller	10	0.011%
1131	topoisomerase	10	0.011%
1132	redox	10	0.011%
1133	donors	10	0.011%
1134	water	10	0.011%
1135	isomerization	10	0.011%
1136	stimulates	10	0.011%
1137	dolichol	10	0.011%
1138	RNase	10	0.011%
1139	chromosomes	10	0.011%
1140	Structural	10	0.011%
1141	mitochondrion	10	0.011%
1142	oxygenase	10	0.011%
1143	Ion	10	0.011%
1144	misacylated	10	0.011%
1145	TATA	10	0.011%
1146	dual	10	0.011%
1147	complexes	10	0.011%
1148	adenosine	10	0.011%
1149	Guanine	10	0.011%
1150	intrinsic	10	0.011%
1151	inducing	10	0.011%
1152	AP	10	0.011%
1153	regulating	10	0.011%
1154	Wnt	10	0.011%
1155	Microtubule	10	0.011%
1156	SH3	10	0.011%
1157	tissue	10	0.011%
1158	IQ	10	0.011%
1159	MADS	10	0.011%
1160	UPF0481	10	0.011%
1161	Orbivirus	10	0.011%
1162	Lux	9	0.010%
1163	Regulon	9	0.010%
1164	Calcineurin	9	0.010%
1165	flagellin	9	0.010%
1166	Src	9	0.010%
1167	acetylgalactosaminyltransferase	9	0.010%
1168	rhodopsin	9	0.010%
1169	bone	9	0.010%
1170	reversible	9	0.010%
1171	triphosphates	9	0.010%
1172	regulates	9	0.010%
1173	Actin	9	0.010%
1174	ribonucleoside	9	0.010%
1175	de	9	0.010%
1176	novo	9	0.010%
1177	scaffold	9	0.010%
1178	Kinesin	9	0.010%
1179	phosphorylated	9	0.010%
1180	glycolipid	9	0.010%
1181	disulphide	9	0.010%
1182	inorganic	9	0.010%
1183	most	9	0.010%
1184	contain	9	0.010%
1185	produces	9	0.010%
1186	ammonia	9	0.010%
1187	aromatic	9	0.010%
1188	hairpin	9	0.010%
1189	Antigen	9	0.010%
1190	Transfers	9	0.010%
1191	thereby	9	0.010%
1192	peptidoglycan	9	0.010%
1193	alanyl	9	0.010%
1194	linking	9	0.010%
1195	all	9	0.010%
1196	normal	9	0.010%
1197	Methyl	9	0.010%
1198	Aldo	9	0.010%
1199	XRE	9	0.010%
1200	inhibitors	9	0.010%
1201	25	9	0.010%
1202	COG	9	0.010%
1203	Tyrosine	9	0.010%
1204	positions	9	0.010%
1205	drug	9	0.010%
1206	Rhs	9	0.010%
1207	term	9	0.010%
1208	transposable	9	0.010%
1209	suppressor	9	0.010%
1210	bisphosphate	9	0.010%
1211	remodeling	9	0.010%
1212	Su	9	0.010%
1213	var	9	0.010%
1214	Enhancer	9	0.010%
1215	zeste	9	0.010%
1216	Trithorax	9	0.010%
1217	Evidence	9	0.010%
1218	63	9	0.010%
1219	polyubiquitin	9	0.010%
1220	s	9	0.010%
1221	probably	9	0.010%
1222	enoyl	9	0.010%
1223	CO	9	0.010%
1224	epoxide	9	0.010%
1225	pfkB	9	0.010%
1226	Esterase	9	0.010%
1227	PHB	9	0.010%
1228	oxidative	9	0.010%
1229	Fibronectin	9	0.010%
1230	Dynamin	9	0.010%
1231	DJ	9	0.010%
1232	PfpI	9	0.010%
1233	E1	9	0.010%
1234	96	9	0.010%
1235	efficient	9	0.010%
1236	flagella	9	0.010%
1237	histocompatibility	9	0.010%
1238	Phosphoglycerate	9	0.010%
1239	YD	9	0.010%
1240	Subunit	9	0.010%
1241	thiol	9	0.010%
1242	result	9	0.010%
1243	cross	9	0.010%
1244	thiamine	9	0.010%
1245	TIR	9	0.010%
1246	cap	9	0.010%
1247	post	9	0.010%
1248	Myb	9	0.010%
1249	guanosine	9	0.010%
1250	pyrimidine	9	0.010%
1251	nonsense	9	0.010%
1252	methionyl	9	0.010%
1253	cytosolic	9	0.010%
1254	coated	9	0.010%
1255	RNAP	9	0.010%
1256	19	9	0.010%
1257	trafficking	9	0.010%
1258	collagen	9	0.010%
1259	glucan	9	0.010%
1260	phosphohydrolase	9	0.010%
1261	Fe	9	0.010%
1262	H3	9	0.010%
1263	tubulin	9	0.010%
1264	centrosome	9	0.010%
1265	correctly	9	0.010%
1266	transamidation	9	0.010%
1267	takes	9	0.010%
1268	place	9	0.010%
1269	homooligomerization	9	0.010%
1270	U3	9	0.010%
1271	center	9	0.010%
1272	SANT	9	0.010%
1273	Rac	9	0.010%
1274	Ferric	9	0.010%
1275	miRNA	9	0.010%
1276	belong	9	0.010%
1277	mannosyl	9	0.010%
1278	channels	9	0.010%
1279	tricistronic	9	0.010%
1280	canonical	9	0.010%
1281	anchored	9	0.010%
1282	microtubules	9	0.010%
1283	reading	9	0.010%
1284	43	9	0.010%
1285	dipeptidase	9	0.010%
1286	Dol	9	0.010%
1287	Mitogen	9	0.010%
1288	some	9	0.010%
1289	phytochromes	9	0.010%
1290	phosphodiesterases	9	0.010%
1291	SMART	9	0.010%
1292	Catalytic	9	0.010%
1293	proteolysis	9	0.010%
1294	Laminin	9	0.010%
1295	resolvase	9	0.010%
1296	61	9	0.010%
1297	kelch	9	0.010%
1298	centriole	9	0.010%
1299	Armadillo	9	0.010%
1300	cellulase	9	0.010%
1301	DUF4220	9	0.010%
1302	innate	9	0.010%
1303	transducer	8	0.009%
1304	facilitating	8	0.009%
1305	Binding	8	0.009%
1306	SNAP	8	0.009%
1307	possibly	8	0.009%
1308	Ran	8	0.009%
1309	morphogenetic	8	0.009%
1310	Add	8	0.009%
1311	annotation	8	0.009%
1312	conducting	8	0.009%
1313	based	8	0.009%
1314	testosterone	8	0.009%
1315	mediator	8	0.009%
1316	32	8	0.009%
1317	N6	8	0.009%
1318	nucleotidyltransferase	8	0.009%
1319	arginine	8	0.009%
1320	requiring	8	0.009%
1321	phosphopantetheine	8	0.009%
1322	replicative	8	0.009%
1323	purine	8	0.009%
1324	Specifically	8	0.009%
1325	methylates	8	0.009%
1326	carboxylate	8	0.009%
1327	pyridoxal	8	0.009%
1328	gyrase	8	0.009%
1329	HSP90	8	0.009%
1330	epsilon	8	0.009%
1331	acetyltransferases	8	0.009%
1332	Z	8	0.009%
1333	either	8	0.009%
1334	Responsible	8	0.009%
1335	aspartate	8	0.009%
1336	regions	8	0.009%
1337	aldolase	8	0.009%
1338	95	8	0.009%
1339	Adenylyl	8	0.009%
1340	cytokinesis	8	0.009%
1341	rod	8	0.009%
1342	Together	8	0.009%
1343	methylase	8	0.009%
1344	Glycine	8	0.009%
1345	oligonucleotides	8	0.009%
1346	soluble	8	0.009%
1347	AbiEii	8	0.009%
1348	wobble	8	0.009%
1349	acetylglucosamine	8	0.009%
1350	30	8	0.009%
1351	SCP	8	0.009%
1352	hook	8	0.009%
1353	C2	8	0.009%
1354	cassette	8	0.009%
1355	steps	8	0.009%
1356	catenin	8	0.009%
1357	diacylglycerol	8	0.009%
1358	Functions	8	0.009%
1359	mitophagy	8	0.009%
1360	proposed	8	0.009%
1361	limited	8	0.009%
1362	ketoacyl	8	0.009%
1363	state	8	0.009%
1364	One	8	0.009%
1365	cytoplasm	8	0.009%
1366	nucleotides	8	0.009%
1367	likely	8	0.009%
1368	invertase	8	0.009%
1369	anaphase	8	0.009%
1370	TadE	8	0.009%
1371	secretory	8	0.009%
1372	Aldehyde	8	0.009%
1373	inducible	8	0.009%
1374	anchoring	8	0.009%
1375	EGF	8	0.009%
1376	Starch	8	0.009%
1377	converted	8	0.009%
1378	enzymatic	8	0.009%
1379	hydration	8	0.009%
1380	ubiquitinyl	8	0.009%
1381	oligomeric	8	0.009%
1382	adenylyltransferase	8	0.009%
1383	accelerate	8	0.009%
1384	C3HC4	8	0.009%
1385	S33	8	0.009%
1386	tRNAi	8	0.009%
1387	targets	8	0.009%
1388	dilysine	8	0.009%
1389	mediate	8	0.009%
1390	aspartic	8	0.009%
1391	Sel1	8	0.009%
1392	NAC	8	0.009%
1393	very	8	0.009%
1394	docking	8	0.009%
1395	unfolded	8	0.009%
1396	ions	8	0.009%
1397	been	8	0.009%
1398	duplex	8	0.009%
1399	glucosyltransferase	8	0.009%
1400	Regulatory	8	0.009%
1401	55	8	0.009%
1402	Translation	8	0.009%
1403	Allows	8	0.009%
1404	Adenylate	8	0.009%
1405	only	8	0.009%
1406	neurotransmitter	8	0.009%
1407	acylglycerol	8	0.009%
1408	SCF	8	0.009%
1409	activates	8	0.009%
1410	minus	8	0.009%
1411	GPCR	8	0.009%
1412	sweet	8	0.009%
1413	GCPR	8	0.009%
1414	carboxylesterase	8	0.009%
1415	hAT	8	0.009%
1416	laminin	8	0.009%
1417	BLOC	8	0.009%
1418	SNF2	8	0.009%
1419	immediate	8	0.009%
1420	macromolecule	8	0.009%
1421	RELATED	8	0.009%
1422	SEQUENCE	8	0.009%
1423	proteasomal	8	0.009%
1424	Dual	8	0.009%
1425	RECEPTOR	8	0.009%
1426	At3g47200	8	0.009%
1427	Dirigent	8	0.009%
1428	impart	8	0.009%
1429	stereoselectivity	8	0.009%
1430	phenoxy	8	0.009%
1431	optically	8	0.009%
1432	coniferyl	8	0.009%
1433	flavonolignans	8	0.009%
1434	alkaloids	8	0.009%
1435	inflammatory	8	0.009%
1436	product	7	0.007%
1437	EAL	7	0.007%
1438	RNAs	7	0.007%
1439	Function	7	0.007%
1440	Two	7	0.007%
1441	Tat	7	0.007%
1442	roles	7	0.007%
1443	associating	7	0.007%
1444	axonemal	7	0.007%
1445	malate	7	0.007%
1446	7tm	7	0.007%
1447	Multidrug	7	0.007%
1448	HA2	7	0.007%
1449	metalloproteinase	7	0.007%
1450	Ca	7	0.007%
1451	FYVE	7	0.007%
1452	metallo	7	0.007%
1453	RAS	7	0.007%
1454	RhoGEF	7	0.007%
1455	mannosidase	7	0.007%
1456	205	7	0.007%
1457	Restriction	7	0.007%
1458	acetylesterase	7	0.007%
1459	Condensation	7	0.007%
1460	anchors	7	0.007%
1461	phosphorylase	7	0.007%
1462	transfers	7	0.007%
1463	pump	7	0.007%
1464	manno	7	0.007%
1465	ACR	7	0.007%
1466	dTDP	7	0.007%
1467	well	7	0.007%
1468	Large	7	0.007%
1469	exoproteins	7	0.007%
1470	FCD	7	0.007%
1471	succinate	7	0.007%
1472	gradient	7	0.007%
1473	acetate	7	0.007%
1474	Pyruvate	7	0.007%
1475	DegT	7	0.007%
1476	DnrJ	7	0.007%
1477	EryC1	7	0.007%
1478	adjacent	7	0.007%
1479	LPS	7	0.007%
1480	epimerization	7	0.007%
1481	releasing	7	0.007%
1482	preventing	7	0.007%
1483	GrpE	7	0.007%
1484	linear	7	0.007%
1485	46	7	0.007%
1486	integration	7	0.007%
1487	sporulation	7	0.007%
1488	S8	7	0.007%
1489	contains	7	0.007%
1490	lactoylglutathione	7	0.007%
1491	Tail	7	0.007%
1492	layer	7	0.007%
1493	degrades	7	0.007%
1494	4Fe	7	0.007%
1495	4S	7	0.007%
1496	putrescine	7	0.007%
1497	rpiR	7	0.007%
1498	PTS	7	0.007%
1499	dipeptide	7	0.007%
1500	cytoskeletal	7	0.007%
1501	phosphorelay	7	0.007%
1502	LysM	7	0.007%
1503	lysozyme	7	0.007%
1504	FtsX	7	0.007%
1505	sialic	7	0.007%
1506	Winged	7	0.007%
1507	modulator	7	0.007%
1508	Taste	7	0.007%
1509	U	7	0.007%
1510	starvation	7	0.007%
1511	phase	7	0.007%
1512	nascent	7	0.007%
1513	after	7	0.007%
1514	where	7	0.007%
1515	proximal	7	0.007%
1516	PRAME	7	0.007%
1517	monoubiquitination	7	0.007%
1518	48	7	0.007%
1519	leading	7	0.007%
1520	following	7	0.007%
1521	grasp	7	0.007%
1522	PII	7	0.007%
1523	C5	7	0.007%
1524	Phosphatidylinositol	7	0.007%
1525	SnoaL	7	0.007%
1526	used	7	0.007%
1527	tryptophan	7	0.007%
1528	Glyoxalase	7	0.007%
1529	salvage	7	0.007%
1530	p450	7	0.007%
1531	Site	7	0.007%
1532	generated	7	0.007%
1533	defense	7	0.007%
1534	integrity	7	0.007%
1535	MIP	7	0.007%
1536	aquaporin	7	0.007%
1537	COG3209	7	0.007%
1538	Dehydrogenase	7	0.007%
1539	phosphopantetheinyl	7	0.007%
1540	ERAD	7	0.007%
1541	endoribonuclease	7	0.007%
1542	Cilia	7	0.007%
1543	determination	7	0.007%
1544	deubiquitination	7	0.007%
1545	potential	7	0.007%
1546	polarity	7	0.007%
1547	degranulation	7	0.007%
1548	Dolichyl	7	0.007%
1549	TM	7	0.007%
1550	than	7	0.007%
1551	GAP	7	0.007%
1552	Sorbosone	7	0.007%
1553	Parallel	7	0.007%
1554	Hydrolase	7	0.007%
1555	effects	7	0.007%
1556	MFP	7	0.007%
1557	polyprenyl	7	0.007%
1558	dehydration	7	0.007%
1559	Probably	7	0.007%
1560	crystallin	7	0.007%
1561	hydrolyzing	7	0.007%
1562	Proteasome	7	0.007%
1563	responsive	7	0.007%
1564	ABCG	7	0.007%
1565	this	7	0.007%
1566	PPIases	7	0.007%
1567	imidic	7	0.007%
1568	oligopeptides	7	0.007%
1569	SWI	7	0.007%
1570	DMT	7	0.007%
1571	pigment	7	0.007%
1572	repertoire	7	0.007%
1573	initiates	7	0.007%
1574	stem	7	0.007%
1575	ESCRT	7	0.007%
1576	31	7	0.007%
1577	S6	7	0.007%
1578	C19	7	0.007%
1579	phosphatidylethanolamine	7	0.007%
1580	retinol	7	0.007%
1581	sterol	7	0.007%
1582	yeast	7	0.007%
1583	phospholipid	7	0.007%
1584	transesterification	7	0.007%
1585	cullin	7	0.007%
1586	polyphosphate	7	0.007%
1587	UV	7	0.007%
1588	Core	7	0.007%
1589	nucleation	7	0.007%
1590	During	7	0.007%
1591	carbonic	7	0.007%
1592	anhydrase	7	0.007%
1593	Glutamate	7	0.007%
1594	corepressor	7	0.007%
1595	located	7	0.007%
1596	53	7	0.007%
1597	ornithine	7	0.007%
1598	TFIID	7	0.007%
1599	origin	7	0.007%
1600	components	7	0.007%
1601	stage	7	0.007%
1602	37	7	0.007%
1603	transition	7	0.007%
1604	glucosidase	7	0.007%
1605	abundant	7	0.007%
1606	ribbon	7	0.007%
1607	vacuole	7	0.007%
1608	coat	7	0.007%
1609	promotes	7	0.007%
1610	anterograde	7	0.007%
1611	ZO	7	0.007%
1612	oncogene	7	0.007%
1613	molybdenum	7	0.007%
1614	fasciclin	7	0.007%
1615	Middle	7	0.007%
1616	meso	7	0.007%
1617	pectinesterase	7	0.007%
1618	twin	7	0.007%
1619	Guanylate	7	0.007%
1620	prostaglandin	7	0.007%
1621	IS4	7	0.007%
1622	acidic	7	0.007%
1623	Si	7	0.007%
1624	CCR4	7	0.007%
1625	epidermal	7	0.007%
1626	neuron	7	0.007%
1627	coactivator	7	0.007%
1628	Holliday	7	0.007%
1629	pyruvyl	7	0.007%
1630	PA	7	0.007%
1631	when	7	0.007%
1632	Crinkler	7	0.007%
1633	CRN	7	0.007%
1634	modifier	7	0.007%
1635	Ile	7	0.007%
1636	ribosyltransferase	7	0.007%
1637	Cellulase	7	0.007%
1638	basic	7	0.007%
1639	certain	7	0.007%
1640	mobile	7	0.007%
1641	eS6	7	0.007%
1642	PIF1	7	0.007%
1643	Helitron	7	0.007%
1644	TrmH	6	0.006%
1645	VI	6	0.006%
1646	FOG	6	0.006%
1647	Transport	6	0.006%
1648	detoxification	6	0.006%
1649	alkyl	6	0.006%
1650	tip	6	0.006%
1651	growing	6	0.006%
1652	Forms	6	0.006%
1653	capping	6	0.006%
1654	prevents	6	0.006%
1655	flagellum	6	0.006%
1656	phosphohydrolases	6	0.006%
1657	junctions	6	0.006%
1658	J	6	0.006%
1659	Dynein	6	0.006%
1660	fucosyltransferase	6	0.006%
1661	Sperm	6	0.006%
1662	compartments	6	0.006%
1663	dissociation	6	0.006%
1664	Broad	6	0.006%
1665	aspartyl	6	0.006%
1666	Autophagy	6	0.006%
1667	TFIIIB	6	0.006%
1668	sepiapterin	6	0.006%
1669	side	6	0.006%
1670	LYR	6	0.006%
1671	hydroxylation	6	0.006%
1672	diacylglucosamine	6	0.006%
1673	DEAH	6	0.006%
1674	nitrate	6	0.006%
1675	Transglutaminase	6	0.006%
1676	adenylyl	6	0.006%
1677	Pyridine	6	0.006%
1678	them	6	0.006%
1679	action	6	0.006%
1680	SOS	6	0.006%
1681	COG3210	6	0.006%
1682	enolpyruvyl	6	0.006%
1683	dinucleotide	6	0.006%
1684	dehydroquinate	6	0.006%
1685	deacylase	6	0.006%
1686	editing	6	0.006%
1687	patch	6	0.006%
1688	provided	6	0.006%
1689	Cytidylyltransferase	6	0.006%
1690	amidotransferase	6	0.006%
1691	teichoic	6	0.006%
1692	interconversion	6	0.006%
1693	RecF	6	0.006%
1694	An	6	0.006%
1695	racemase	6	0.006%
1696	fully	6	0.006%
1697	S4	6	0.006%
1698	Methylase	6	0.006%
1699	model	6	0.006%
1700	Takusan	6	0.006%
1701	Myeloid	6	0.006%
1702	degraded	6	0.006%
1703	auxin	6	0.006%
1704	multi	6	0.006%
1705	adenosylmethionine	6	0.006%
1706	branched	6	0.006%
1707	sequential	6	0.006%
1708	anthranilate	6	0.006%
1709	Glutaredoxin	6	0.006%
1710	LytR	6	0.006%
1711	supervised	6	0.006%
1712	orthologous	6	0.006%
1713	Tyr	6	0.006%
1714	precursors	6	0.006%
1715	Pkd	6	0.006%
1716	TIM	6	0.006%
1717	malonyl	6	0.006%
1718	MFS	6	0.006%
1719	glucoronosyl	6	0.006%
1720	glucosyl	6	0.006%
1721	haloacid	6	0.006%
1722	Spermatogenesis	6	0.006%
1723	dense	6	0.006%
1724	PtdIns	6	0.006%
1725	embryogenesis	6	0.006%
1726	Interleukin	6	0.006%
1727	Aminotransferase	6	0.006%
1728	SecYEG	6	0.006%
1729	homologs	6	0.006%
1730	stimulated	6	0.006%
1731	52	6	0.006%
1732	polyketide	6	0.006%
1733	RAMP	6	0.006%
1734	Na	6	0.006%
1735	contribute	6	0.006%
1736	Repeat	6	0.006%
1737	depolymerase	6	0.006%
1738	FimV	6	0.006%
1739	MMPL	6	0.006%
1740	these	6	0.006%
1741	reducing	6	0.006%
1742	Hsp90	6	0.006%
1743	Homeodomain	6	0.006%
1744	chitin	6	0.006%
1745	newly	6	0.006%
1746	least	6	0.006%
1747	amylase	6	0.006%
1748	Hydrolyzes	6	0.006%
1749	Pyridoxal	6	0.006%
1750	smooth	6	0.006%
1751	depolarization	6	0.006%
1752	cleaving	6	0.006%
1753	paired	6	0.006%
1754	left	6	0.006%
1755	right	6	0.006%
1756	asymmetry	6	0.006%
1757	MHC	6	0.006%
1758	35	6	0.006%
1759	Synaptic	6	0.006%
1760	telomerase	6	0.006%
1761	Retinal	6	0.006%
1762	Growth	6	0.006%
1763	sulfatase	6	0.006%
1764	Anti	6	0.006%
1765	DUF262	6	0.006%
1766	acylglucosamine	6	0.006%
1767	ACP	6	0.006%
1768	Dienelactone	6	0.006%
1769	Sulfate	6	0.006%
1770	acyltransferases	6	0.006%
1771	allows	6	0.006%
1772	epimers	6	0.006%
1773	transglycosylase	6	0.006%
1774	strands	6	0.006%
1775	Neu5Ac	6	0.006%
1776	THO	6	0.006%
1777	nonaspanin	6	0.006%
1778	TM9SF	6	0.006%
1779	NEDD8	6	0.006%
1780	Anticodon	6	0.006%
1781	CAP	6	0.006%
1782	snRNP	6	0.006%
1783	changes	6	0.006%
1784	subcomplex	6	0.006%
1785	metabolite	6	0.006%
1786	General	6	0.006%
1787	associates	6	0.006%
1788	38	6	0.006%
1789	procollagen	6	0.006%
1790	H2	6	0.006%
1791	Integral	6	0.006%
1792	U6	6	0.006%
1793	DXD	6	0.006%
1794	stalled	6	0.006%
1795	conductance	6	0.006%
1796	polymerases	6	0.006%
1797	exonucleolytic	6	0.006%
1798	palmitoyl	6	0.006%
1799	protoporphyrinogen	6	0.006%
1800	protoporphyrin	6	0.006%
1801	M16	6	0.006%
1802	spliceosome	6	0.006%
1803	ctd	6	0.006%
1804	2OG	6	0.006%
1805	OH	6	0.006%
1806	Phytanoyl	6	0.006%
1807	PhyH	6	0.006%
1808	formed	6	0.006%
1809	argonaute	6	0.006%
1810	oxide	6	0.006%
1811	Tryptophan	6	0.006%
1812	Glycogen	6	0.006%
1813	dynamin	6	0.006%
1814	ribazole	6	0.006%
1815	amidohydrolase	6	0.006%
1816	porin	6	0.006%
1817	susceptibility	6	0.006%
1818	Galactose	6	0.006%
1819	protection	6	0.006%
1820	participates	6	0.006%
1821	contraction	6	0.006%
1822	endonucleolytic	6	0.006%
1823	Cyclic	6	0.006%
1824	proteinase	6	0.006%
1825	FPP	6	0.006%
1826	TBP	6	0.006%
1827	rotary	6	0.006%
1828	PSD	6	0.006%
1829	Dlg	6	0.006%
1830	ribosyl	6	0.006%
1831	Tu	6	0.006%
1832	70S	6	0.006%
1833	Efflux	6	0.006%
1834	HAD	6	0.006%
1835	succinyl	6	0.006%
1836	Thioesterase	6	0.006%
1837	Acid	6	0.006%
1838	Fasciclin	6	0.006%
1839	acetylcholine	6	0.006%
1840	sensing	6	0.006%
1841	pattern	6	0.006%
1842	A2	6	0.006%
1843	fibroblast	6	0.006%
1844	leader	6	0.006%
1845	along	6	0.006%
1846	organic	6	0.006%
1847	Thrombospondin	6	0.006%
1848	Amiloride	6	0.006%
1849	lysosomal	6	0.006%
1850	stimulating	6	0.006%
1851	blood	6	0.006%
1852	guanylyl	6	0.006%
1853	M13	6	0.006%
1854	BAR	6	0.006%
1855	Telomerase	6	0.006%
1856	lymphoid	6	0.006%
1857	Kazal	6	0.006%
1858	S10	6	0.006%
1859	nerve	6	0.006%
1860	23	6	0.006%
1861	reduced	6	0.006%
1862	half	6	0.006%
1863	competence	6	0.006%
1864	7TM	6	0.006%
1865	minimal	6	0.006%
1866	I9	6	0.006%
1867	hexakisphosphate	6	0.006%
1868	TBC	6	0.006%
1869	Neprosin	6	0.006%
1870	TMV	6	0.006%
1871	LIKE	6	0.006%
1872	BEST	6	0.006%
1873	thaliana	6	0.006%
1874	match	6	0.006%
1875	pectin	6	0.006%
1876	elements	6	0.006%
1877	mobility	6	0.006%
1878	Cvt	6	0.006%
1879	UniRef	6	0.006%
1880	RepID	6	0.006%
1881	Drosophila	6	0.006%
1882	reorganization	6	0.006%
1883	zonula	6	0.006%
1884	adherens	6	0.006%
1885	adaptive	6	0.006%
1886	Centromere	6	0.006%
1887	immunoglobulin	6	0.006%
1888	HMGB1	6	0.006%
1889	SusC	6	0.006%
1890	RagA	6	0.006%
1891	annexin	6	0.006%
1892	A6	6	0.006%
1893	CDS	5	0.005%
1894	PEP	5	0.005%
1895	ketopantoate	5	0.005%
1896	ParB	5	0.005%
1897	hydroperoxide	5	0.005%
1898	antioxidant	5	0.005%
1899	out	5	0.005%
1900	without	5	0.005%
1901	CRAL	5	0.005%
1902	TRIO	5	0.005%
1903	C1r	5	0.005%
1904	C1s	5	0.005%
1905	uEGF	5	0.005%
1906	Proton	5	0.005%
1907	initiator	5	0.005%
1908	FR47	5	0.005%
1909	PI3K	5	0.005%
1910	fate	5	0.005%
1911	cuticle	5	0.005%
1912	cholesterol	5	0.005%
1913	middle	5	0.005%
1914	signals	5	0.005%
1915	SSF	5	0.005%
1916	vesicular	5	0.005%
1917	head	5	0.005%
1918	57	5	0.005%
1919	dikinase	5	0.005%
1920	catalyzing	5	0.005%
1921	39	5	0.005%
1922	recruit	5	0.005%
1923	P60	5	0.005%
1924	23S	5	0.005%
1925	semialdehyde	5	0.005%
1926	undergoes	5	0.005%
1927	FecR	5	0.005%
1928	formyltetrahydrofolate	5	0.005%
1929	cyclo	5	0.005%
1930	specificities	5	0.005%
1931	aldol	5	0.005%
1932	Rhodanese	5	0.005%
1933	Homology	5	0.005%
1934	pentapeptide	5	0.005%
1935	murein	5	0.005%
1936	glucosamine	5	0.005%
1937	bacterium	5	0.005%
1938	ribosylamino	5	0.005%
1939	lipoate	5	0.005%
1940	phosphogluconate	5	0.005%
1941	N4	5	0.005%
1942	final	5	0.005%
1943	exodeoxyribonuclease	5	0.005%
1944	VII	5	0.005%
1945	IVA	5	0.005%
1946	endo	5	0.005%
1947	acetylglucosaminidase	5	0.005%
1948	actively	5	0.005%
1949	threonylcarbamoyladenosine	5	0.005%
1950	methylguanine	5	0.005%
1951	Ig	5	0.005%
1952	transglutaminase	5	0.005%
1953	Cro	5	0.005%
1954	gluconate	5	0.005%
1955	AIG2	5	0.005%
1956	lactose	5	0.005%
1957	spermidine	5	0.005%
1958	under	5	0.005%
1959	exhibits	5	0.005%
1960	C39	5	0.005%
1961	Choline	5	0.005%
1962	cheY	5	0.005%
1963	EIIA	5	0.005%
1964	Resolvase	5	0.005%
1965	L1	5	0.005%
1966	direct	5	0.005%
1967	converting	5	0.005%
1968	expressed	5	0.005%
1969	Nucleolar	5	0.005%
1970	P2	5	0.005%
1971	another	5	0.005%
1972	thought	5	0.005%
1973	stimulation	5	0.005%
1974	internal	5	0.005%
1975	fibronectin	5	0.005%
1976	B1	5	0.005%
1977	covalent	5	0.005%
1978	autophagic	5	0.005%
1979	preprotein	5	0.005%
1980	levels	5	0.005%
1981	Acetyl	5	0.005%
1982	xylan	5	0.005%
1983	26	5	0.005%
1984	pentose	5	0.005%
